text,community_id,community_name,perplexity,cleaned_text
'ozempic face ' doctors explain side effect of weight loss drugs thehill,3,Weight Loss Drugs,706.5304785403271,'ozempic face ' doctors explain side effect of weight loss drugs thehill
attitude and effort are always in your control . go make it a great week !,4,Healthy lifestyle and Weight Loss,5.9790682918392575,attitude and effort are always in your control . go make it a great week !
i want some pizza . . . .,5,Body Image,2777.476994937665,i want some pizza . . . .
food addiction leads to weight gain and poor health,13,Healthy lifestyle and Weight Loss,3.1087641581034573,food addiction leads to weight gain and poor health
did you hit the gym today ?,4,Healthy lifestyle and Weight Loss,2.649587183909317,did you hit the gym today ?
"the phrase `` an apple a day , keeps doctors away '' was made for a reason after all !",4,Healthy lifestyle and Weight Loss,3.2580696747727824,"the phrase `` an apple a day , keeps doctors away '' was made for a reason after all !"
saturday edition got me with my hands up,10,Body Image,36.043191539929936,saturday edition got me with my hands up
this is it which one is your favorite ?,4,Healthy lifestyle and Weight Loss,4.179890184227723,this is it which one is your favorite ?
edtwt is so pathetic like alright you brittle bones bitch one push and its over for you,2,Anti Eating Disorder,36.70922340196872,edtwt is so pathetic like alright you brittle bones bitch one push and its over for you
satisfy your chinese takeout cravings with this healthy keto lo mein recipe from keto in pearls ! get the recipe,1,Keto and Diet,9.50552601489647,satisfy your chinese takeout cravings with this healthy keto lo mein recipe from keto in pearls ! get the recipe
i ai n't ever seen a good twink midriff picture,12,Spam,280.39669919605893,i ai n't ever seen a good twink midriff picture
"`` often , when on a spree we think of knocking off ghee from our completely , '' said aanchal sogani , a certified nutritionist |",3,Weight Loss Drugs,255.1232660767486,"`` often , when on a spree we think of knocking off ghee from our completely , '' said aanchal sogani , a certified nutritionist |"
"when trying to lose weight , it is generally a good idea to avoid or limit your consumption of high-calorie , high-fat , and high-sugar snacks .",4,Healthy lifestyle and Weight Loss,5.287057745645993,"when trying to lose weight , it is generally a good idea to avoid or limit your consumption of high-calorie , high-fat , and high-sugar snacks ."
"cheating on keto can be tempting , but it important to stay true to your goals ! check out this blog post for some tips to help you stay on track and stay keto-focused read more",1,Keto and Diet,13.029910387312812,"cheating on keto can be tempting , but it important to stay true to your goals ! check out this blog post for some tips to help you stay on track and stay keto-focused read more"
let get over 200k tweets today congratulations phyna phyna x speedy weightloss,14,Spam,160.16670168882308,let get over 200k tweets today congratulations phyna phyna x speedy weightloss
"breakfast casseroles are perfect to serve during the holidays , and there are 25 family-friendly keto breakfast casseroles here that i bet your family will love ! get recipes here & gt ; & gt ; & gt ;",1,Keto and Diet,30.777556945415714,"breakfast casseroles are perfect to serve during the holidays , and there are 25 family-friendly keto breakfast casseroles here that i bet your family will love ! get recipes here & gt ; & gt ; & gt ;"
edtwt can we all agree that december just isnt our month or just me ?,0,Eating Disorder,5.725031480807817,edtwt can we all agree that december just isnt our month or just me ?
i was moots with edtwt person i didnt know,2,Anti Eating Disorder,41.248896581600285,i was moots with edtwt person i didnt know
thats not phynas sitting room its her fucking bedroom ! ! no wonder her dad asked if it was a sitting room so damn big shop spedy weightloss rixari skin secret x phyna,14,Spam,136.15330049502907,thats not phynas sitting room its her fucking bedroom ! ! no wonder her dad asked if it was a sitting room so damn big shop spedy weightloss rixari skin secret x phyna
my toxic trait is that i use models who are 5 ' 9+ as thinspo ( i am 5 ' 5 ),0,Eating Disorder,3.366257673381695,my toxic trait is that i use models who are 5 ' 9+ as thinspo ( i am 5 ' 5 )
* looks at thinspo * okay this is what i wan na look like * sees another photo * actually no this is what i wan na look like * sees third photo * okay no wait-,0,Eating Disorder,3.98876781485396,* looks at thinspo * okay this is what i wan na look like * sees another photo * actually no this is what i wan na look like * sees third photo * okay no wait-
"it really is a fad diet . 10 years ago vegan was the miracle . 5 years ago it was keto . today its carnivore . im all for any diet that helps you lose weight and be healthy , but to say carnivore is the best diet for everyone is not borne by the literature .",1,Keto and Diet,28.729060211419533,"it really is a fad diet . 10 years ago vegan was the miracle . 5 years ago it was keto . today its carnivore . im all for any diet that helps you lose weight and be healthy , but to say carnivore is the best diet for everyone is not borne by the literature ."
28 phyna x spedy weightloss congratulations phyna,14,Spam,819.6413590440593,28 phyna x spedy weightloss congratulations phyna
shop spedy weightloss . rixari skin secrets x phyna . iyeyeye oooo our queen is coming to twitter ooo he don set ooo,14,Spam,569.1548820843963,shop spedy weightloss . rixari skin secrets x phyna . iyeyeye oooo our queen is coming to twitter ooo he don set ooo
"one time me and my ex were meeting up with his friend when it was getting dark , and his friend told me i could tell it was you because of your pale skeleton body and i want for nothing more then to get comments like that again .",0,Eating Disorder,5.587798486291834,"one time me and my ex were meeting up with his friend when it was getting dark , and his friend told me i could tell it was you because of your pale skeleton body and i want for nothing more then to get comments like that again ."
all in all i am very happy bcus they have reduced the workload hyping the brand for us . laslas na rixary everybody go patronise and money will keep flooding my baby acct phyna x spedy weightloss congratulations phyna,14,Spam,191.82337858926456,all in all i am very happy bcus they have reduced the workload hyping the brand for us . laslas na rixary everybody go patronise and money will keep flooding my baby acct phyna x spedy weightloss congratulations phyna
im one person but i like to see you talk about it because i wan na relate to people about weight and fasting and i cant with edtwt so many arent pro recovery and its sad free those kids but honestly me talking about wh,2,Anti Eating Disorder,39.91985952240262,im one person but i like to see you talk about it because i wan na relate to people about weight and fasting and i cant with edtwt so many arent pro recovery and its sad free those kids but honestly me talking about wh
when will it be my time to be everyones thinspo ? ? ?,0,Eating Disorder,2.8803971883744395,when will it be my time to be everyones thinspo ? ? ?
"the technical office on mental health advocacy , nimsa created a body positivity trend and i am loving it .",11,Spam,32.233256657284905,"the technical office on mental health advocacy , nimsa created a body positivity trend and i am loving it ."
them night workouts,10,Body Image,3042.7960689237843,them night workouts
good monday morning everyone . time for my morning bike ride !,10,Body Image,2.661503716962208,good monday morning everyone . time for my morning bike ride !
influencer remi bader says ozempic worsened her binge eating,3,Weight Loss Drugs,2735.2673706654828,influencer remi bader says ozempic worsened her binge eating
"yall can tell spedy weight loss is happy with phynation , instagram story is filled with phynation same as main page phyna x spedy weightloss congratulations phyna",14,Spam,229.57977628855303,"yall can tell spedy weight loss is happy with phynation , instagram story is filled with phynation same as main page phyna x spedy weightloss congratulations phyna"
"these supplements may help you lose weight , burn fat , and control your urges to eat unhealthy foods by utilizing natural components .",4,Healthy lifestyle and Weight Loss,4.715275996608384,"these supplements may help you lose weight , burn fat , and control your urges to eat unhealthy foods by utilizing natural components ."
"we had some friends over for the afternoon so now eating later than i normally do . leftover cold steak , salted and dipped in melted butter . one of my favorite meals !",1,Keto and Diet,26.51442601503101,"we had some friends over for the afternoon so now eating later than i normally do . leftover cold steak , salted and dipped in melted butter . one of my favorite meals !"
normally thinspo doesnt really do anything for me but this one video ( actually her whole account ) oh my god,0,Eating Disorder,5.289704854300055,normally thinspo doesnt really do anything for me but this one video ( actually her whole account ) oh my god
about the same as last time,3,Weight Loss Drugs,4.332695770655343,about the same as last time
edtwt be like * makes fun of non passing transmasc * * makes fun of non passing transmasc * * makes fun of-,0,Eating Disorder,4.258903169071546,edtwt be like * makes fun of non passing transmasc * * makes fun of non passing transmasc * * makes fun of-
"phyna is still the senior and the winner of bbnaijas7 sha and e dey show well well . babe came and took the main price that 28 hsmts , including your favourites were contesting for phyna x spedy weightloss congratulations phyna",14,Spam,284.275893765683,"phyna is still the senior and the winner of bbnaijas7 sha and e dey show well well . babe came and took the main price that 28 hsmts , including your favourites were contesting for phyna x spedy weightloss congratulations phyna"
shkretira pushkar sht nj nga vendet m t vizituara nga turistt n shtetin rajasthan n indi . kto foto t bukura jan shkrepur nga turistt duke br nj safari me deve gjat perndimit t diellit .,3,Weight Loss Drugs,2706.172806970588,shkretira pushkar sht nj nga vendet m t vizituara nga turistt n shtetin rajasthan n indi . kto foto t bukura jan shkrepur nga turistt duke br nj safari me deve gjat perndimit t diellit .
have fun and be yourself,17,Healthy lifestyle and Weight Loss,3.3139576785610565,have fun and be yourself
why are we seeing more infertility ? the role of age and weight,3,Weight Loss Drugs,25.18256725148268,why are we seeing more infertility ? the role of age and weight
weight loss gummies are powerful supplements that can easily help you to lose body fat through the ketosis process .,1,Keto and Diet,6.852245069802635,weight loss gummies are powerful supplements that can easily help you to lose body fat through the ketosis process .
"stay fit , stay strong , no matter where you are .",13,Healthy lifestyle and Weight Loss,3.999417226287232,"stay fit , stay strong , no matter where you are ."
strive to do it like phyna all the time .. it is the route to winning phyna x spedy weightloss congratulations phyna,14,Spam,88.4646970232851,strive to do it like phyna all the time .. it is the route to winning phyna x spedy weightloss congratulations phyna
have you considered the way your brain is aging ? learn more with clearly keto,1,Keto and Diet,21.893108243247887,have you considered the way your brain is aging ? learn more with clearly keto
"its time for more beef ! ! 24 patties , 1 brisket , and 1 chuck roast",1,Keto and Diet,13.599043576957683,"its time for more beef ! ! 24 patties , 1 brisket , and 1 chuck roast"
"keto chocolate chips cookie the best and easiest keto chocolate chip cookie recipe . soft center , crispy edges , and buttery sweet dough all made in just one bowl ! pin it get the recipe",1,Keto and Diet,18.72488844175765,"keto chocolate chips cookie the best and easiest keto chocolate chip cookie recipe . soft center , crispy edges , and buttery sweet dough all made in just one bowl ! pin it get the recipe"
thinking about making a photo album full of thinspo,0,Eating Disorder,3.1348408515784016,thinking about making a photo album full of thinspo
check out this amazing weight loss guide and reach your fitness goals,4,Healthy lifestyle and Weight Loss,3.4548963953258265,check out this amazing weight loss guide and reach your fitness goals
want to reach your fitness goals ? check out this awesome program that has helped many people reach their goals ! click the link and get started !,4,Healthy lifestyle and Weight Loss,1.674787004849815,want to reach your fitness goals ? check out this awesome program that has helped many people reach their goals ! click the link and get started !
"for a long time , i 've felt , believed , and experienced that nutrition is key to health . junk goes in and the result is poor health . maybe not immediately but definitely , it will add up to a toxic level and cause poor health .",1,Keto and Diet,10.751084230906963,"for a long time , i 've felt , believed , and experienced that nutrition is key to health . junk goes in and the result is poor health . maybe not immediately but definitely , it will add up to a toxic level and cause poor health ."
bbw back door .,5,Body Image,29956.56087989967,bbw back door .
the walking dead ( show ) has some great thinspo i must say .,0,Eating Disorder,4.585797859607946,the walking dead ( show ) has some great thinspo i must say .
"on are you still covered under health insurance ? now that i realise the benefits of this lifestyle , sometimes i feel my health insurance premiums are just going wasted",1,Keto and Diet,9.16495437839853,"on are you still covered under health insurance ? now that i realise the benefits of this lifestyle , sometimes i feel my health insurance premiums are just going wasted"
i want to raise my calorie limit from 100 to like 200 or 300 is that too many ?,7,Eating Disorder,5.503764232668114,i want to raise my calorie limit from 100 to like 200 or 300 is that too many ?
"keto egg noodles are an easy and low-carb alternative to pasta . ready in under 10 minutes with no boiling required , these noodles are perfect for soaking up all of your favorite keto pasta sauces ! get the recipe",1,Keto and Diet,28.50117315146745,"keto egg noodles are an easy and low-carb alternative to pasta . ready in under 10 minutes with no boiling required , these noodles are perfect for soaking up all of your favorite keto pasta sauces ! get the recipe"
phyna is just starting oooh she is a raw talent shop spedy weightloss rixari skin secrets x phyna,14,Spam,475.4668924271381,phyna is just starting oooh she is a raw talent shop spedy weightloss rixari skin secrets x phyna
lose the extra pounds in your life ! click my link and start your journey today !,4,Healthy lifestyle and Weight Loss,3.435332421695608,lose the extra pounds in your life ! click my link and start your journey today !
beautiful day .. let make it worthwhile .. phyna x spedy weightloss congratulations phyna,14,Spam,131.52679875986382,beautiful day .. let make it worthwhile .. phyna x spedy weightloss congratulations phyna
"easy weeknight meal that is healthy and made in one skillet ? this low carb ground beef and zucchini casserole is a kid-friendly , gluten-free and keto meal .",1,Keto and Diet,28.162657990532093,"easy weeknight meal that is healthy and made in one skillet ? this low carb ground beef and zucchini casserole is a kid-friendly , gluten-free and keto meal ."
do you struggle finding delicious and easy to make keto recipes ? click my bio link to get free to download keto cookbook that includes 25 delicious keto recipes . check my bio link now,1,Keto and Diet,11.344086853246798,do you struggle finding delicious and easy to make keto recipes ? click my bio link to get free to download keto cookbook that includes 25 delicious keto recipes . check my bio link now
do you know your risk factors for high blood pressure ? you cant do anything about some risk factors . but others can be changed . learn about the risk factors by taking this quiz,4,Healthy lifestyle and Weight Loss,6.076814102377552,do you know your risk factors for high blood pressure ? you cant do anything about some risk factors . but others can be changed . learn about the risk factors by taking this quiz
i dont need thinspo my crush is literally thinner and prettier than all the girls in my school despite being a guy,7,Eating Disorder,3.73182458561227,i dont need thinspo my crush is literally thinner and prettier than all the girls in my school despite being a guy
"emotional eating is a severe problem that can be hard to overcome . thankfully , you can take steps to change your relationship with food .",4,Healthy lifestyle and Weight Loss,5.915015967615084,"emotional eating is a severe problem that can be hard to overcome . thankfully , you can take steps to change your relationship with food ."
"i 'm staying away from that ozempic article . i am so grateful that i was able to move past my eating disorder years into a place where i could love & ; enjoy food , without rumination . that said i am careful about triggers ( will never own a scale again ) . diet culture is monstrous .",3,Weight Loss Drugs,25.1255022681508,"i 'm staying away from that ozempic article . i am so grateful that i was able to move past my eating disorder years into a place where i could love & ; enjoy food , without rumination . that said i am careful about triggers ( will never own a scale again ) . diet culture is monstrous ."
"myth performing 100 crunches daily will lead to flat abs . reality no amount of crunches will lead to a flat tummy , but they will help strengthen your core .",11,Spam,63.39293431343744,"myth performing 100 crunches daily will lead to flat abs . reality no amount of crunches will lead to a flat tummy , but they will help strengthen your core ."
lets go .,3,Weight Loss Drugs,189.82106190102115,lets go .
mad dogs have you checked on your hiv mad woman aboki daily meal today ? because i know you ca n't breathe anymore but incase is getting to you very hot mad woman warn your animals to stay of phyna and phynation business . phyna x spedy weightloss,14,Spam,167.8207359617588,mad dogs have you checked on your hiv mad woman aboki daily meal today ? because i know you ca n't breathe anymore but incase is getting to you very hot mad woman warn your animals to stay of phyna and phynation business . phyna x spedy weightloss
best thinspo ever . i will look at this image every single day from now on,0,Eating Disorder,2.4974306382479647,best thinspo ever . i will look at this image every single day from now on
"phyna the winner phyna the hype priestess fine girl , fine face , glowing skin with a banging body phyna x spedy weightloss congratulations phyna",14,Spam,224.6663234383689,"phyna the winner phyna the hype priestess fine girl , fine face , glowing skin with a banging body phyna x spedy weightloss congratulations phyna"
anyone know some workout tips that will help me lose weight without gaining muscle,0,Eating Disorder,3.484196995436411,anyone know some workout tips that will help me lose weight without gaining muscle
"wan na lose 2+ lbs/week ? forget -keto -crash dieting -hours of cardio -weight loss supplements try this -whole foods -satiating carbs ( , ) -20 minute interval training -green tea to boost your metabolism",11,Spam,196.707765023294,"wan na lose 2+ lbs/week ? forget -keto -crash dieting -hours of cardio -weight loss supplements try this -whole foods -satiating carbs ( , ) -20 minute interval training -green tea to boost your metabolism"
100 ways to slightly improve your life without really trying .,4,Healthy lifestyle and Weight Loss,6.7789766966465805,100 ways to slightly improve your life without really trying .
if food could solve all the problems i wouldnt have switched sides i was a keto zealot and now i think it depends,1,Keto and Diet,11.19346610796648,if food could solve all the problems i wouldnt have switched sides i was a keto zealot and now i think it depends
weight loss is a sum of all of your habits not individual ones .,4,Healthy lifestyle and Weight Loss,6.341605551531673,weight loss is a sum of all of your habits not individual ones .
they need to euthanize edtwt,10,Body Image,195.6536714451433,they need to euthanize edtwt
this has historically limited the amount of research that can be done in regards to cannabis products and how they affect our health . read more,1,Keto and Diet,3.792302495576279,this has historically limited the amount of research that can be done in regards to cannabis products and how they affect our health . read more
now you can lose weight without having to eat bland food .,4,Healthy lifestyle and Weight Loss,4.958587568712064,now you can lose weight without having to eat bland food .
ofc this is a edtwt account,2,Anti Eating Disorder,163.881628294163,ofc this is a edtwt account
`` edtwt isnt glamorizing or romanticizing anything '' edtwt,2,Anti Eating Disorder,153.88517122333292,`` edtwt isnt glamorizing or romanticizing anything '' edtwt
"ozempic face the saggy side of semaglutide ozempic face ( ) is a term that has been trending on social media . however , is it a side effect of taking the medication or due to rapid weight loss ? full article",3,Weight Loss Drugs,50.32459482249432,"ozempic face the saggy side of semaglutide ozempic face ( ) is a term that has been trending on social media . however , is it a side effect of taking the medication or due to rapid weight loss ? full article"
edtwt is the literal embodiment of misery loves company,2,Anti Eating Disorder,39.8013785876146,edtwt is the literal embodiment of misery loves company
i can do keto forever and never get rid of these fat thumbs,10,Body Image,10.65251747763642,i can do keto forever and never get rid of these fat thumbs
"elefant aziatik , shqiponj e art , jan kto disa nga kafsht dhe shpezt e shumta q mund t shihen n parkun natyror , i cili sht shtpia e afrsisht 3.500 kafshve t egra t 130 llojeve t sjella nga gjeografi t ndryshme t bots n rajonin sasali t izmirit , n trkiye .",3,Weight Loss Drugs,2526.092471923735,"elefant aziatik , shqiponj e art , jan kto disa nga kafsht dhe shpezt e shumta q mund t shihen n parkun natyror , i cili sht shtpia e afrsisht 3.500 kafshve t egra t 130 llojeve t sjella nga gjeografi t ndryshme t bots n rajonin sasali t izmirit , n trkiye ."
great most successful people starts from grass to grace what a best story to tell .... thank you phyna for sharing your life journey with us best motivation ever ! rixari skin secrets x phyna shop spedy weightloss,14,Spam,120.6259405015538,great most successful people starts from grass to grace what a best story to tell .... thank you phyna for sharing your life journey with us best motivation ever ! rixari skin secrets x phyna shop spedy weightloss
the beginning of phyna is inspiring to everyone out there . her present is a testimony . be proud of your humble beginning and keep it moving rixari skin secrets x phyna shop spedy weightloss,14,Spam,62.9827716891853,the beginning of phyna is inspiring to everyone out there . her present is a testimony . be proud of your humble beginning and keep it moving rixari skin secrets x phyna shop spedy weightloss
"if you 're already looking forward to your cheat meal on saturday , the way you 're eating probably wo n't lead to long-term results ! ! !",4,Healthy lifestyle and Weight Loss,4.347787032381283,"if you 're already looking forward to your cheat meal on saturday , the way you 're eating probably wo n't lead to long-term results ! ! !"
what happens when you drink acv every day ? you can shop now,6,Weight Loss Drugs,15.693095659838024,what happens when you drink acv every day ? you can shop now
i followed someone and ever since then ive been on edtwt help get me out of here i dont wanan be here,2,Anti Eating Disorder,4.415983841551166,i followed someone and ever since then ive been on edtwt help get me out of here i dont wanan be here
what plans for the new year,4,Healthy lifestyle and Weight Loss,3.3577910964593887,what plans for the new year
", 66 , just her in a new",3,Weight Loss Drugs,6001.3122708683095,", 66 , just her in a new"
is switching to a vegan diet a good way to improve your skin health and enhance your natural beauty ?,13,Healthy lifestyle and Weight Loss,2.1148178572193705,is switching to a vegan diet a good way to improve your skin health and enhance your natural beauty ?
making vegetarian cranberry jelly . just as well i checked before adding sweetener . sugar-free does not mean unsweetened ..,1,Keto and Diet,28.07130170330161,making vegetarian cranberry jelly . just as well i checked before adding sweetener . sugar-free does not mean unsweetened ..
there is no wrong way to train ! the only wrong way is the one you dont enjoy !,4,Healthy lifestyle and Weight Loss,3.0362977228167405,there is no wrong way to train ! the only wrong way is the one you dont enjoy !
ready to drop those extra pounds ? click my link to learn how to do it the right way !,4,Healthy lifestyle and Weight Loss,2.7966769488040097,ready to drop those extra pounds ? click my link to learn how to do it the right way !
protein ice cream for the win . i eat about 1 of these per week on average,4,Healthy lifestyle and Weight Loss,4.063995234628712,protein ice cream for the win . i eat about 1 of these per week on average
"shine on you kooky kids ! embrace the wrinkles , grey hair , wobbly bellies & ; legs , funky out there clothes , odd socks , & ; crooked smiles.ditch the botox & ; fillers , be the f * cking revolution ! ! be you ! ! ! love yourself ! !",19,Weight Loss Drugs,52.56136414561925,"shine on you kooky kids ! embrace the wrinkles , grey hair , wobbly bellies & ; legs , funky out there clothes , odd socks , & ; crooked smiles.ditch the botox & ; fillers , be the f * cking revolution ! ! be you ! ! ! love yourself ! !"
ozempic sale ! !,3,Weight Loss Drugs,384257.7654418912,ozempic sale ! !
looking to craft a healthier you ? start today with this epic giveaway from health craft clinic ! follow our insta or facebook to win !,1,Keto and Diet,14.236614765325744,looking to craft a healthier you ? start today with this epic giveaway from health craft clinic ! follow our insta or facebook to win !
"i think it speaks volumes about a brand to include other possibilities , and not to exclude . i think this is testimony to them . it is without a doubt that is forward thinkers . full video here",1,Keto and Diet,25.68077578304372,"i think it speaks volumes about a brand to include other possibilities , and not to exclude . i think this is testimony to them . it is without a doubt that is forward thinkers . full video here"
